no	station	url
15	ケンシェラ - アルジェリア   緯度：35.47°N   経度：7.08°E   高度：983 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60476
16	ゲルマ - アルジェリア   緯度：36.47°N   経度：7.47°E   高度：227 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60403
17	コンスタンティーヌ - アルジェリア   緯度：36.28°N   経度：6.62°E   高度：693 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60419
18	ゴレア - アルジェリア   緯度：30.57°N   経度：2.87°E   高度：397 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60590
19	サイダ - アルジェリア   緯度：34.87°N   経度：0.15°E   高度：750 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60536
20	シェリフ - アルジェリア   緯度：36.22°N   経度：1.33°E   高度：143 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60425
21	シディベルアッベス - アルジェリア   緯度：35.20°N   経度：0.62°W   高度：475 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60520
22	ジジェル/ACHOUAT - アルジェリア   緯度：36.80°N   経度：5.88°E   高度：8 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60351
23	ジジェル港 - アルジェリア   緯度：36.82°N   経度：5.88°E   高度：2 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60353
24	ジャネ - アルジェリア   緯度：24.27°N   経度：9.47°E   高度：968 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60670
25	スキクダ - アルジェリア   緯度：36.88°N   経度：6.90°E   高度：2 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60355
26	セティフ - アルジェリア   緯度：36.18°N   経度：5.25°E   高度：1033 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60445
27	タマンラセット - アルジェリア   緯度：22.80°N   経度：5.43°E   高度：1362 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60680
28	ティアレット - アルジェリア   緯度：35.35°N   経度：1.47°E   高度：977 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60511
29	ティジウーズー - アルジェリア   緯度：36.70°N   経度：4.05°E   高度：188 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60395
30	ティベッサ - アルジェリア   緯度：35.42°N   経度：8.12°E   高度：821 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60475
31	ティミムン - アルジェリア   緯度：29.25°N   経度：0.28°E   高度：312 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60607
32	ティンドゥーフ - アルジェリア   緯度：27.70°N   経度：8.17°W   高度：443 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60656
33	テネス - アルジェリア   緯度：36.50°N   経度：1.33°E   高度：17 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60410
34	デリス - アルジェリア   緯度：36.92°N   経度：3.95°E   高度：5 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60387
35	トゥグルト - アルジェリア   緯度：33.12°N   経度：6.13°E   高度：87 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60555
36	トレムセン - アルジェリア   緯度：35.02°N   経度：1.47°W   高度：246 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60531
37	ナーマ - アルジェリア   緯度：33.27°N   経度：0.30°W   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60557
38	ハッシメサウド - アルジェリア   緯度：31.67°N   経度：6.15°E   高度：142 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60581
39	バトナ - アルジェリア   緯度：35.75°N   経度：6.32°E   高度：822 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60468
40	バヤド - アルジェリア   緯度：33.67°N   経度：1.00°E   高度：1341 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60550
41	ビスクラ - アルジェリア   緯度：34.80°N   経度：5.73°E   高度：82 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60525
42	ブイラ - アルジェリア   緯度：36.38°N   経度：3.88°E   高度：555 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60417
43	ブーサアーダ - アルジェリア   緯度：35.33°N   経度：4.20°E   高度：459 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60515
44	ベシャル - アルジェリア   緯度：31.50°N   経度：2.25°W   高度：809 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60571
45	ベジャイア港 - アルジェリア   緯度：36.75°N   経度：5.10°E   高度：3 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60401
46	ベジャイア空港 - アルジェリア   緯度：36.72°N   経度：5.07°E   高度：2 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60402
47	ベニアッベス - アルジェリア   緯度：30.13°N   経度：2.17°W   高度：500 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60602
48	ベニサーフ - アルジェリア   緯度：35.30°N   経度：1.35°W   高度：68 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60518
49	ボルジブーアレーリジ - アルジェリア   緯度：36.07°N   経度：4.77°E   高度：928 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60444
50	マグニア - アルジェリア   緯度：34.82°N   経度：1.78°W   高度：427 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60522
51	ムシラ - アルジェリア   緯度：35.67°N   経度：4.50°E   高度：441 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60467
52	メシェリア - アルジェリア   緯度：33.58°N   経度：0.28°W   高度：1149 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60549
53	メデア - アルジェリア   緯度：36.28°N   経度：2.73°E   高度：1030 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60437
54	モスタガネム - アルジェリア   緯度：35.88°N   経度：0.12°E   高度：137 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60457
55	ラグワト - アルジェリア   緯度：33.77°N   経度：2.93°E   高度：762 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60545
56	ワルグラ - アルジェリア   緯度：31.93°N   経度：5.40°E   高度：144 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60580
57	ルアンダ - アンゴラ   緯度：8.85°S   経度：13.23°E   高度：74 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=66160
58	アスワン - エジプト   緯度：23.96°N   経度：32.82°E   高度：202 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=62414
59	アリーシュ - エジプト   緯度：31.07°N   経度：33.84°E   高度：37 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=62337
60	アレクサンドリア - エジプト   緯度：31.18°N   経度：29.95°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=62318
61	キーナ/SOUTH OF VALLEY UNIVERSITY - エジプト   緯度：26.20°N   経度：32.75°E   高度：96 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=62403
62	シワ - エジプト   緯度：29.20°N   経度：25.48°E   高度：-15 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=62417
63	ファラーフラ - エジプト   緯度：27.06°N   経度：27.99°E   高度：82 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=62423
64	ヘルワン - エジプト   緯度：29.86°N   経度：31.35°E   高度：139 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=62378
65	マルサマトルーフ - エジプト   緯度：31.33°N   経度：27.22°E   高度：29 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=62306
66	アディスアベバ - エチオピア   緯度：9.03°N   経度：38.75°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=63450
67	アワサ - エチオピア   緯度：7.08°N   経度：38.48°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=63460
68	ゴレ - エチオピア   緯度：8.15°N   経度：35.53°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=63403
69	ゴンダル - エチオピア   緯度：12.55°N   経度：37.42°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=63331
70	ジマ - エチオピア   緯度：7.67°N   経度：36.83°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=63402
71	ディレダワ - エチオピア   緯度：9.60°N   経度：41.85°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=63471
72	デブラマルコス - エチオピア   緯度：10.33°N   経度：37.67°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=63334
73	バヒルダール - エチオピア   緯度：11.60°N   経度：37.42°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=63332
74	ガルワ - カメルーン   緯度：9.33°N   経度：13.38°E   高度：242 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=64860
75	ドゥアラ - カメルーン   緯度：4.00°N   経度：9.73°E   高度：10 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=64910
76	ンガウンデレ - カメルーン   緯度：7.35°N   経度：13.57°E   高度：1114 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=64870
77	サル - カーボベルデ   緯度：16.74°N   経度：22.95°W   高度：54 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=08594
78	ポールジャンティ - ガボン   緯度：0.70°S   経度：8.75°E   高度：4 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=64501
79	マコクー - ガボン   緯度：0.57°N   経度：12.87°E   高度：513 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=64556
80	ムイラ - ガボン   緯度：1.87°S   経度：11.02°E   高度：89 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=64550
81	ランバレネ - ガボン   緯度：0.72°S   経度：10.23°E   高度：27 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=64551
82	リーブルビル - ガボン   緯度：0.45°N   経度：9.42°E   高度：12 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=64500
83	アクラ - ガーナ   緯度：5.60°N   経度：0.17°W   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=65472
84	クマシ - ガーナ   緯度：6.72°N   経度：1.60°W   高度：286 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=65442
85	スンヤニ - ガーナ   緯度：7.33°N   経度：2.33°W   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=65439
86	タコラディ - ガーナ   緯度：4.88°N   経度：1.77°W   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=65467
87	タマレ - ガーナ   緯度：9.55°N   経度：0.85°W   高度：169 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=65418
88	コナクリ/GBESSIA - ギニア   緯度：9.57°N   経度：13.62°W   高度：26 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=61832
89	ビサウ - ギニアビサウ   緯度：11.88°N   経度：15.65°W   高度：39 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=61766
90	ボラマ - ギニアビサウ   緯度：11.58°N   経度：15.48°W   高度：18 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=61769
91	エルドレット - ケニア   緯度：0.50°N   経度：35.31°E   高度：646 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=63686
92	ガリッサ - ケニア   緯度：0.48°S   経度：39.65°E   高度：128 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=63723
93	ナイロビ - ケニア   緯度：1.33°S   経度：36.92°E   高度：1624 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=63740
94	マリンディ - ケニア   緯度：3.23°S   経度：38.56°E   高度：20 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=63799
95	モヤレ - ケニア   緯度：3.60°N   経度：39.05°E   高度：1113 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=63619
96	モンバサ - ケニア   緯度：4.01°S   経度：39.61°E   高度：5 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=63820
97	ロドワル - ケニア   緯度：3.12°N   経度：35.64°E   高度：506 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=63612
98	インプフォンド - コンゴ（共和国）   緯度：1.62°N   経度：18.07°E   高度：335 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=64459
99	ウェッソ - コンゴ（共和国）   緯度：1.62°N   経度：16.05°E   高度：352 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=64458
100	シビティ - コンゴ（共和国）   緯度：3.68°S   経度：13.35°E   高度：530 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=64405
101	ジャンバラ - コンゴ（共和国）   緯度：2.53°S   経度：14.77°E   高度：791 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=64453
102	ブラザビル - コンゴ（共和国）   緯度：4.25°S   経度：15.25°E   高度：319 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=64450
103	ポワントノワール - コンゴ（共和国）   緯度：4.82°S   経度：11.90°E   高度：17 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=64400
104	マクア - コンゴ（共和国）   緯度：0.02°S   経度：15.65°E   高度：394 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=64456
105	キンシャサ - コンゴ（民主共和国）   緯度：4.38°S   経度：15.43°E   高度：309 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=64210
106	アディアケ - コートジボワール   緯度：5.30°N   経度：3.30°W   高度：33 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=65585
107	アビジャン - コートジボワール   緯度：5.25°N   経度：3.93°W   高度：7 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=65578
108	オディエンネ - コートジボワール   緯度：9.50°N   経度：7.57°W   高度：434 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=65528
109	ガニョア - コートジボワール   緯度：6.13°N   経度：5.95°W   高度：205 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=65557
110	ササンドラ - コートジボワール   緯度：4.95°N   経度：6.08°W   高度：62 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=65599
111	サンペドロ - コートジボワール   緯度：4.75°N   経度：6.65°W   高度：30 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=65594
112	タブー - コートジボワール   緯度：4.42°N   経度：7.37°W   高度：21 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=65592
113	ディンボクロ - コートジボワール   緯度：6.65°N   経度：4.70°W   高度：92 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=65562
114	ボンドゥク - コートジボワール   緯度：8.05°N   経度：2.78°W   高度：369 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=65545
115	ヤムスクロ - コートジボワール   緯度：6.90°N   経度：5.35°W   高度：196 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=65563
116	カサマ - ザンビア   緯度：10.22°S   経度：31.13°E   高度：1382 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=67475
117	カブウェ - ザンビア   緯度：14.45°S   経度：28.47°E   高度：1206 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=67663
118	モング - ザンビア   緯度：15.25°S   経度：23.15°E   高度：1052 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=67633
119	リビングストン - ザンビア   緯度：17.82°S   経度：25.82°E   高度：985 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=67743
120	ルンギ - シエラレオネ   緯度：8.62°N   経度：13.20°W   高度：25 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=61856
121	チピンゲ - ジンバブエ   緯度：20.20°S   経度：32.62°E   高度：1131 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=67983
122	ハラーレ - ジンバブエ   緯度：17.92°S   経度：31.13°E   高度：1479 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=67775
123	ブラワヨ - ジンバブエ   緯度：20.15°S   経度：28.62°E   高度：1343 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=67964
124	マスビンゴ - ジンバブエ   緯度：20.07°S   経度：30.87°E   高度：1094 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=67975
125	イエロ島 - スペイン（カナリア諸島）   緯度：27.82°N   経度：17.89°W   高度：32 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60001
126	サンタクルスデテネリフェ - スペイン（カナリア諸島）   緯度：28.45°N   経度：16.25°W   高度：35 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60020
127	テネリフェ島/TENERIFE SUR - スペイン（カナリア諸島）   緯度：28.05°N   経度：16.56°W   高度：64 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60025
128	フエルテベントゥラ空港 - スペイン（カナリア諸島）   緯度：28.44°N   経度：13.86°W   高度：25 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60035
129	ラスパルマス - スペイン（カナリア諸島）   緯度：27.92°N   経度：15.39°W   高度：24 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60030
130	ラパルマ島 - スペイン（カナリア諸島）   緯度：28.63°N   経度：17.75°W   高度：33 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60005
131	ランサローテ空港 - スペイン（カナリア諸島）   緯度：28.95°N   経度：13.60°W   高度：14 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60040
132	ロスロデオス空港 - スペイン（カナリア諸島）   緯度：28.48°N   経度：16.33°W   高度：632 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60015
133	セウタ - スペイン（セウタ・メリリャ）   緯度：35.91°N   経度：5.34°W   高度：87 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60320
134	メリリャ - スペイン（セウタ・メリリャ）   緯度：35.28°N   経度：2.96°W   高度：47 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=60338
135	マンジニ／マツァパ空港 - スワジランド   緯度：26.53°S   経度：31.30°E   高度：641 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=68396
136	アトバラ - スーダン   緯度：17.70°N   経度：33.97°E   高度：347 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=62680
137	アブーハメッド - スーダン   緯度：19.53°N   経度：33.32°E   高度：312 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=62640
138	アロマ - スーダン   緯度：13.17°N   経度：32.67°E   高度：381 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=62772
139	オベイド - スーダン   緯度：13.17°N   経度：30.23°E   高度：574 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=62771
140	カダーリフ - スーダン   緯度：14.03°N   経度：35.40°E   高度：599 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=62752
141	カッサラ - スーダン   緯度：15.47°N   経度：36.40°E   高度：500 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=62730
142	クライマ - スーダン   緯度：18.55°N   経度：31.85°E   高度：249 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=62660
143	センナール - スーダン   緯度：13.55°N   経度：33.62°E   高度：418 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=62762
144	ドゥンクラ - スーダン   緯度：19.17°N   経度：30.48°E   高度：226 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=62650
145	ニヤラ - スーダン   緯度：12.05°N   経度：24.88°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=62790
146	ヌフード - スーダン   緯度：12.70°N   経度：28.43°E   高度：565 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=62781
147	ハルツーム - スーダン   緯度：15.60°N   経度：32.55°E   高度：382 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=62721
148	ブールスーダン - スーダン   緯度：19.58°N   経度：37.22°E   高度：3 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=62641
149	ラシャード - スーダン   緯度：11.87°N   経度：31.05°E   高度：884 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=62803
150	ワディハルファ - スーダン   緯度：21.82°N   経度：31.35°E   高度：183 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=62600
151	ワドゥマダニ - スーダン   緯度：14.40°N   経度：33.48°E   高度：408 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=62751
152	セイシェル国際空港 - セイシェル   緯度：4.67°S   経度：55.52°E   高度：3 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=63980
153	カオラック - セネガル   緯度：14.13°N   経度：16.07°W   高度：6 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=61679
